city_id,meeting_id,person_id,split,stratum,n_utts,minutes
argos,apr7_2026,cm90yxmlj021go7wke7z8isba,val,unseen_city,11,0.42
argos,apr7_2026,cm90yz3ic021po7wkptb4dd05,val,unseen_city,30,1.274
argos,apr7_2026,cm90z37bh079ylt4rvr2ymbkz,val,unseen_city,3,0.076
argos,apr7_2026,cm90z3vf307a2lt4rio0kji21,val,unseen_city,11,0.623
argos,apr7_2026,cm90zrasw07bilt4roviprvpd,val,unseen_city,34,1.149
argos,apr7_2026,cm90zzden0249o7wk9urr0zf5,val,unseen_city,33,1.209
argos,apr7_2026,cm9105g0s07cblt4rrv5r5j4f,val,unseen_city,2,0.041
argos,aug29_2025,cm8zzdtgg0004132p479ua0on,val,unseen_city,2,0.205
argos,aug29_2025,cm90yxmlj021go7wke7z8isba,val,unseen_city,1,0.017
argos,dec18_2025,,val,unseen_city,55,2.21
argos,dec18_2025,cm8zzdtgg0004132p479ua0on,val,unseen_city,179,9.824
argos,dec18_2025,cm90yxmlj021go7wke7z8isba,val,unseen_city,45,1.711
argos,dec18_2025,cm90yz3ic021po7wkptb4dd05,val,unseen_city,33,1.572
argos,dec18_2025,cm90yzv42021to7wk1qgs4rsk,val,unseen_city,5,0.236
argos,dec18_2025,cm90z3vf307a2lt4rio0kji21,val,unseen_city,11,0.483
argos,dec18_2025,cm90z42kp07a6lt4rg23qgtyq,val,unseen_city,1,0.046
argos,dec18_2025,cm90z4kkq07aalt4ro84j68q8,val,unseen_city,4,0.196
argos,dec18_2025,cm90z5ib2022ho7wkty9us3r0,val,unseen_city,17,0.889
argos,dec18_2025,cm90zrasw07bilt4roviprvpd,val,unseen_city,45,1.421
argos,dec18_2025,cm90ztb8f07bnlt4rpoia62fx,val,unseen_city,19,0.562
argos,dec18_2025,cm90ztubj07bslt4r0hl5nfte,val,unseen_city,3,0.117
argos,dec18_2025,cm90zxvu907c2lt4r7sri6nl7,val,unseen_city,20,0.775
argos,dec18_2025,cm9152xwr020icifxwlj9w4ir,val,unseen_city,5,0.192
argos,dec23_2025,,val,unseen_city,13,0.67
argos,dec23_2025,cm8zzdtgg0004132p479ua0on,val,unseen_city,106,6.088
argos,dec23_2025,cm90yxmlj021go7wke7z8isba,val,unseen_city,5,0.126
argos,dec23_2025,cm90yz3ic021po7wkptb4dd05,val,unseen_city,2,0.057
argos,dec23_2025,cm90z1ykw079qlt4rb79wbazo,val,unseen_city,4,0.203
argos,dec23_2025,cm90zrasw07bilt4roviprvpd,val,unseen_city,7,0.28
argos,dec23_2025,cm90zxvu907c2lt4r7sri6nl7,val,unseen_city,20,0.922
argos,dec9_2025,,val,unseen_city,334,20.461
argos,dec9_2025,cm8zzdtgg0004132p479ua0on,val,unseen_city,103,5.555
argos,dec9_2025,cm90yxmlj021go7wke7z8isba,val,unseen_city,20,1.069
argos,dec9_2025,cm90yz3ic021po7wkptb4dd05,val,unseen_city,2,0.06
argos,dec9_2025,cm90z0cfx079ilt4rbyxzgoff,val,unseen_city,20,0.809
argos,dec9_2025,cm90z0m81079mlt4rwkkkjx9u,val,unseen_city,10,0.789
argos,dec9_2025,cm90z0ss8021xo7wk83g9jd4y,val,unseen_city,4,0.11
argos,dec9_2025,cm90z2ils079ult4rgl3yvnck,val,unseen_city,39,1.61
argos,dec9_2025,cm90z37bh079ylt4rvr2ymbkz,val,unseen_city,2,0.1
argos,dec9_2025,cm90z4kkq07aalt4ro84j68q8,val,unseen_city,1,0.169
argos,dec9_2025,cm90z5ib2022ho7wkty9us3r0,val,unseen_city,7,0.418
argos,dec9_2025,cm90z7890022lo7wk1rlyu3wd,val,unseen_city,4,0.093
argos,dec9_2025,cm90zxvu907c2lt4r7sri6nl7,val,unseen_city,12,0.528
argos,dec9_2025,cm90zzden0249o7wk9urr0zf5,val,unseen_city,1,0.052
argos,dec9_2025,cm9111myt024ro7wktkg6qlkj,val,unseen_city,28,1.369
argos,dec9_2025,cm9152xwr020icifxwlj9w4ir,val,unseen_city,18,0.858
argos,feb26_2026,,val,unseen_city,66,3.3
argos,feb26_2026,cm8zzdtgg0004132p479ua0on,val,unseen_city,3,0.287
argos,feb26_2026,cm90yxmlj021go7wke7z8isba,val,unseen_city,3,0.089
argos,feb26_2026,cm90yz3ic021po7wkptb4dd05,val,unseen_city,5,0.147
argos,feb26_2026,cm90zsgdj023uo7wk4hbptk15,val,unseen_city,1,0.05
argos,feb27_2026,,val,unseen_city,2,0.052
argos,feb27_2026,cm8zzdtgg0004132p479ua0on,val,unseen_city,106,6.46
argos,feb27_2026,cm90yxmlj021go7wke7z8isba,val,unseen_city,27,1.453
argos,feb27_2_2026,,val,unseen_city,9,0.358
argos,feb27_2_2026,cm8zzdtgg0004132p479ua0on,val,unseen_city,58,4.017
argos,feb27_2_2026,cm90yxmlj021go7wke7z8isba,val,unseen_city,36,1.192
argos,feb27_2_2026,cm90yz3ic021po7wkptb4dd05,val,unseen_city,9,0.316
argos,feb27_2_2026,cm90z1ykw079qlt4rb79wbazo,val,unseen_city,6,0.303
argos,feb27_2_2026,cm90z3vf307a2lt4rio0kji21,val,unseen_city,5,0.421
argos,feb27_2_2026,cm90z5ib2022ho7wkty9us3r0,val,unseen_city,21,1.098
argos,feb27_2_2026,cm90zrasw07bilt4roviprvpd,val,unseen_city,15,0.52
argos,feb27_2_2026,cm90ztb8f07bnlt4rpoia62fx,val,unseen_city,5,0.138
argos,feb27_2_2026,cm90zxvu907c2lt4r7sri6nl7,val,unseen_city,9,0.694
argos,feb6_2026,,val,unseen_city,46,2.12
argos,feb6_2026,cm8zzdtgg0004132p479ua0on,val,unseen_city,97,6.182
argos,feb6_2026,cm90yxmlj021go7wke7z8isba,val,unseen_city,9,0.301
argos,feb6_2026,cm90yz3ic021po7wkptb4dd05,val,unseen_city,9,0.525
argos,feb6_2026,cm90yzv42021to7wk1qgs4rsk,val,unseen_city,7,0.263
argos,feb6_2026,cm90z0ss8021xo7wk83g9jd4y,val,unseen_city,2,0.058
argos,feb6_2026,cm90z2ils079ult4rgl3yvnck,val,unseen_city,10,0.415
argos,feb6_2026,cm90zrasw07bilt4roviprvpd,val,unseen_city,43,1.562
argos,feb6_2026,cm90ztubj07bslt4r0hl5nfte,val,unseen_city,14,0.662
argos,feb6_2026,cm90zxvu907c2lt4r7sri6nl7,val,unseen_city,35,1.801
argos,feb6_2026,cm9105g0s07cblt4rrv5r5j4f,val,unseen_city,25,1.26
argos,feb6_2026,cm9111myt024ro7wktkg6qlkj,val,unseen_city,5,0.199
argos,feb6_2026,cm917mbdd0012ktkpkwx520jy,val,unseen_city,9,0.695
argos,jan19_2026,,val,unseen_city,4,0.089
argos,jan19_2026,cm8zzdtgg0004132p479ua0on,val,unseen_city,93,5.721
argos,jan19_2026,cm90yxmlj021go7wke7z8isba,val,unseen_city,11,0.468
argos,jan19_2026,cm90yzv42021to7wk1qgs4rsk,val,unseen_city,1,0.018
argos,jan19_2026,cm90zrasw07bilt4roviprvpd,val,unseen_city,28,1.099
argos,jan19_2026,cm90ztb8f07bnlt4rpoia62fx,val,unseen_city,4,0.232
argos,jan19_2026,cm90zxvu907c2lt4r7sri6nl7,val,unseen_city,4,0.192
argos,jan30_2026,cm8zzdtgg0004132p479ua0on,val,unseen_city,14,0.576
argos,jan30_2026,cm90yxmlj021go7wke7z8isba,val,unseen_city,4,0.136
argos,jul28_2025,,val,unseen_city,1,0.026
argos,jul28_2025,cm8zzdtgg0004132p479ua0on,val,unseen_city,3,0.353
argos,jul28_2025,cm90yxmlj021go7wke7z8isba,val,unseen_city,2,0.089
argos,jul28_2025,cm90z1ykw079qlt4rb79wbazo,val,unseen_city,1,0.043
argos,jul28_2025,cm90z5ib2022ho7wkty9us3r0,val,unseen_city,1,0.139
argos,jul28_2025,cm90z7890022lo7wk1rlyu3wd,val,unseen_city,1,0.036
argos,jul28_2025,cm90zxvu907c2lt4r7sri6nl7,val,unseen_city,1,0.043
argos,mar10_2026,,val,unseen_city,9,0.456
argos,mar10_2026,cm8zzdtgg0004132p479ua0on,val,unseen_city,205,10.689
argos,mar10_2026,cm90yxmlj021go7wke7z8isba,val,unseen_city,22,0.857
argos,mar10_2026,cm90yz3ic021po7wkptb4dd05,val,unseen_city,3,0.116
argos,mar10_2026,cm90z2a5a0225o7wkzi5zuf3a,val,unseen_city,15,0.532
argos,mar10_2026,cm90z2ils079ult4rgl3yvnck,val,unseen_city,13,0.55
argos,mar10_2026,cm90z3vf307a2lt4rio0kji21,val,unseen_city,1,0.215
argos,mar10_2026,cm90z5ib2022ho7wkty9us3r0,val,unseen_city,30,1.279
argos,mar10_2026,cm90zrasw07bilt4roviprvpd,val,unseen_city,25,0.858
argos,mar10_2026,cm90zxvu907c2lt4r7sri6nl7,val,unseen_city,8,0.4
argos,mar10_2026,cm917mbdd0012ktkpkwx520jy,val,unseen_city,5,0.602
argos,mar23_2026,,val,unseen_city,54,2.555
argos,mar23_2026,cm8zzdtgg0004132p479ua0on,val,unseen_city,119,7.54
argos,mar23_2026,cm90yxmlj021go7wke7z8isba,val,unseen_city,16,0.431
argos,mar23_2026,cm90yz3ic021po7wkptb4dd05,val,unseen_city,1,0.162
argos,mar23_2026,cm90z0ss8021xo7wk83g9jd4y,val,unseen_city,9,0.226
argos,mar23_2026,cm90z1ykw079qlt4rb79wbazo,val,unseen_city,6,0.325
argos,mar23_2026,cm90z2ils079ult4rgl3yvnck,val,unseen_city,10,0.526
argos,mar23_2026,cm90z3vf307a2lt4rio0kji21,val,unseen_city,14,0.941
argos,mar23_2026,cm90zrasw07bilt4roviprvpd,val,unseen_city,32,1.093
argos,mar23_2026,cm90zsgdj023uo7wk4hbptk15,val,unseen_city,25,1.419
argos,mar23_2026,cm90ztb8f07bnlt4rpoia62fx,val,unseen_city,32,1.214
argos,mar23_2026,cm90ztubj07bslt4r0hl5nfte,val,unseen_city,26,1.139
argos,mar23_2026,cm90zxvu907c2lt4r7sri6nl7,val,unseen_city,26,1.515
argos,mar23_2026,cm9105g0s07cblt4rrv5r5j4f,val,unseen_city,2,0.064
argos,mar23_2026,cm917mbdd0012ktkpkwx520jy,val,unseen_city,54,2.479
argos,mar23_2026,cmn7i65li0clc12dwly4exisp,val,unseen_city,4,0.123
argos,mar23_2_2026,cm90yxmlj021go7wke7z8isba,val,unseen_city,8,0.278
argos,mar23_2_2026,cm90yz3ic021po7wkptb4dd05,val,unseen_city,2,0.075
argos,mar23_2_2026,cm90yzh7k079elt4rda25npy1,val,unseen_city,4,0.282
argos,mar23_2_2026,cm90yzv42021to7wk1qgs4rsk,val,unseen_city,1,0.113
argos,mar23_2_2026,cm9105g0s07cblt4rrv5r5j4f,val,unseen_city,2,0.062
argos,may12_2026,cm8zzdtgg0004132p479ua0on,val,unseen_city,153,8.514
argos,may12_2026,cm90yxmlj021go7wke7z8isba,val,unseen_city,39,1.374
argos,may12_2026,cm90yz3ic021po7wkptb4dd05,val,unseen_city,11,0.313
argos,may12_2026,cm90yzh7k079elt4rda25npy1,val,unseen_city,3,0.106
argos,may12_2026,cm90yzv42021to7wk1qgs4rsk,val,unseen_city,10,0.291
argos,may12_2026,cm90z0cfx079ilt4rbyxzgoff,val,unseen_city,1,0.028
argos,may12_2026,cm90z0ss8021xo7wk83g9jd4y,val,unseen_city,20,0.668
argos,may12_2026,cm90z2ils079ult4rgl3yvnck,val,unseen_city,6,0.325
argos,may12_2026,cm90z3vf307a2lt4rio0kji21,val,unseen_city,25,1.125
argos,may12_2026,cm90z5ib2022ho7wkty9us3r0,val,unseen_city,99,5.128
argos,may12_2026,cm90zrasw07bilt4roviprvpd,val,unseen_city,64,1.921
argos,may12_2026,cm90ztubj07bslt4r0hl5nfte,val,unseen_city,24,0.782
argos,may12_2026,cm90zxvu907c2lt4r7sri6nl7,val,unseen_city,13,0.473
argos,may12_2026,cm9105g0s07cblt4rrv5r5j4f,val,unseen_city,1,0.046
argos,nov11_2025,cm90z5ib2022ho7wkty9us3r0,val,unseen_city,1,0.074
argos,nov11_2025,cm90ztb8f07bnlt4rpoia62fx,val,unseen_city,1,0.074
argos,nov11_2025,cm90zxvu907c2lt4r7sri6nl7,val,unseen_city,2,0.119
argos,nov26_2025,,val,unseen_city,5,0.202
argos,nov26_2025,cm8zzdtgg0004132p479ua0on,val,unseen_city,228,14.285
argos,nov26_2025,cm90yxmlj021go7wke7z8isba,val,unseen_city,7,0.158
argos,nov26_2025,cm90yz3ic021po7wkptb4dd05,val,unseen_city,9,0.428
argos,nov26_2025,cm90z1ykw079qlt4rb79wbazo,val,unseen_city,1,0.023
argos,nov26_2025,cm90z5ib2022ho7wkty9us3r0,val,unseen_city,16,1.029
argos,nov26_2025,cm90zrasw07bilt4roviprvpd,val,unseen_city,17,0.48
argos,nov26_2025,cm90zxvu907c2lt4r7sri6nl7,val,unseen_city,22,1.069
argos,oct31_2025,cm90z1ykw079qlt4rb79wbazo,val,unseen_city,1,0.087
argos,oct31__2_2025,cm8zzdtgg0004132p479ua0on,val,unseen_city,2,0.373
argos,oct31__2_2025,cm90zrasw07bilt4roviprvpd,val,unseen_city,1,0.025
argos,sep15_2025,,val,unseen_city,3,0.228
argos,sep15_2025,cm8zzdtgg0004132p479ua0on,val,unseen_city,50,2.887
argos,sep15_2025,cm90yxmlj021go7wke7z8isba,val,unseen_city,5,0.216
argos,sep15_2025,cm90yz3ic021po7wkptb4dd05,val,unseen_city,7,0.307
argos,sep15_2025,cm90z1ykw079qlt4rb79wbazo,val,unseen_city,1,0.049
argos,sep15_2025,cm90zxvu907c2lt4r7sri6nl7,val,unseen_city,14,0.762
athens,apr1_2026,,train,train,44,2.857
athens,apr1_2026,cm0tqeh9m08mj4o47a2xw2265,val,unseen_speaker,16,0.662
athens,apr1_2026,cm0tqg83108mn4o47hkt4fo7w,train,train,1,0.017
athens,apr1_2026,cm0tqggrc08mr4o47yl3q1xzw,train,train,28,1.239
athens,apr1_2026,cm0tqi7q208n34o4795xdfpej,train,train,10,0.51
athens,apr1_2026,cm0tqituw08n74o472kfbmixs,train,train,47,2.463
athens,apr1_2026,cm0tqizvl08nb4o4798mgobwk,train,train,64,3.125
athens,apr1_2026,cm0tqj3pv08nd4o47eemt0y9h,train,train,24,1.202
athens,apr1_2026,cm0tqjbiy08nh4o470muigs0o,train,train,49,2.135
athens,apr1_2026,cm0tqjnf908nl4o47b2ty1fq8,train,train,11,0.474
athens,apr1_2026,cm0tqjucy08nn4o47vk2sihf6,train,train,37,1.352
athens,apr1_2026,cm0tqk5bi08nr4o472a9wuvad,train,train,16,0.773
athens,apr1_2026,cm0tqkbhx08nt4o478cb1j584,train,train,32,1.317
athens,apr1_2026,cm0tqkhty08nv4o47y66ubtc7,train,train,216,7.174
athens,apr1_2026,cm0tqknpt08nx4o47e1vm5cs7,train,train,100,4.645
athens,apr1_2026,cm0tqkr1a08nz4o471d3mqttl,val,unseen_speaker,38,1.297
athens,apr1_2026,cm0tqm29608ob4o47hkodf6wj,train,train,5,0.224
athens,apr1_2026,cm0tqmhxz08of4o47kfwt2axz,train,train,121,6.279
athens,apr1_2026,cm0tqmrqn08oh4o47b6cu0ejp,train,train,9,0.369
athens,apr1_2026,cm0tqn3x808ol4o47vwhbfmb6,train,train,113,4.789
athens,apr1_2026,cm0tqqnxm08ot4o471iviy187,train,train,325,10.544
athens,apr1_2026,cm0uwslxj0001zw35a1tj3n6e,train,train,48,1.734
athens,apr1_2026,cm0v08f000005zw35n0fxm4cr,train,train,35,1.357
athens,apr1_2026,cm5y23vkw0001ezw0ed99s287,train,train,169,8.311
athens,apr1_2026,cmmkp3llm0aokqvlbur7empyr,train,train,41,1.935
athens,apr20_2026,,train,train,73,2.723
athens,apr20_2026,cm0tqggrc08mr4o47yl3q1xzw,train,train,5,0.187
athens,apr20_2026,cm0tqituw08n74o472kfbmixs,train,train,41,2.048
athens,apr20_2026,cm0tqizvl08nb4o4798mgobwk,train,train,34,1.76
athens,apr20_2026,cm0tqj3pv08nd4o47eemt0y9h,train,train,34,2.095
athens,apr20_2026,cm0tqj7cj08nf4o47nq116qh4,train,train,14,0.998
athens,apr20_2026,cm0tqjucy08nn4o47vk2sihf6,train,train,21,0.888
athens,apr20_2026,cm0tqkhty08nv4o47y66ubtc7,train,train,30,1.066
athens,apr20_2026,cm0tqm9bu08od4o470vnmrzgk,val,unseen_speaker,58,2.905
athens,apr20_2026,cm0tqmhxz08of4o47kfwt2axz,train,train,32,1.631
athens,apr20_2026,cm0tqmrqn08oh4o47b6cu0ejp,train,train,12,0.503
athens,apr20_2026,cm0tqmvz608oj4o4771m4ck29,train,train,25,0.983
athens,apr20_2026,cm0tqn3x808ol4o47vwhbfmb6,train,train,39,2.304
athens,apr20_2026,cm0tqqnxm08ot4o471iviy187,train,train,46,2.208
athens,apr20_2026,cm0uy1ep70003zw35tdk1t8oh,train,train,11,0.565
athens,apr20_2026,cm0v08f000005zw35n0fxm4cr,train,train,78,4.258
athens,apr20_2026,cm5y23vkw0001ezw0ed99s287,train,train,92,4.361
athens,apr20_2_2026,,train,train,44,1.275
athens,apr20_2_2026,cmklbyp370019yeakcxzzyiej,train,train,38,1.432
athens,apr20_2_2026,cmklbyp5v001dyeakcgx6s977,train,train,22,0.725
athens,apr20_2_2026,cmklbypb7001lyeaks188fbhi,train,train,65,2.918
athens,apr20_2_2026,cmklbypf6001ryeake1uhdhvt,train,train,43,1.81
athens,apr20_2_2026,cmklbypj6001xyeak0xfi1y4c,train,train,13,0.507
athens,apr20_3_2026,,train,train,115,6.403
athens,apr20_3_2026,cm0tqeh9m08mj4o47a2xw2265,val,unseen_speaker,89,4.745
athens,apr20_3_2026,cm0tqfo5n08ml4o476l4vye0o,train,train,25,1.072
athens,apr20_3_2026,cm0tqgczz08mp4o47ayp0q3ls,train,train,9,0.534
athens,apr20_3_2026,cm0tqggrc08mr4o47yl3q1xzw,train,train,7,0.155
athens,apr20_3_2026,cm0tqgvfl08mv4o47pe2f8n7p,train,train,3,0.085
athens,apr20_3_2026,cm0tqituw08n74o472kfbmixs,train,train,12,0.692
athens,apr20_3_2026,cm0tqiw5h08n94o475nyjotgc,train,train,9,0.36
athens,apr20_3_2026,cm0tqizvl08nb4o4798mgobwk,train,train,61,2.981
athens,apr20_3_2026,cm0tqj3pv08nd4o47eemt0y9h,train,train,52,1.751
athens,apr20_3_2026,cm0tqjbiy08nh4o470muigs0o,train,train,38,2.09
athens,apr20_3_2026,cm0tqjnf908nl4o47b2ty1fq8,train,train,12,0.522
athens,apr20_3_2026,cm0tqjucy08nn4o47vk2sihf6,train,train,8,0.484
athens,apr20_3_2026,cm0tqkbhx08nt4o478cb1j584,train,train,20,1.119
athens,apr20_3_2026,cm0tqkhty08nv4o47y66ubtc7,train,train,106,4.116
athens,apr20_3_2026,cm0tqknpt08nx4o47e1vm5cs7,train,train,126,5.066
athens,apr20_3_2026,cm0tqkr1a08nz4o471d3mqttl,val,unseen_speaker,11,0.502
athens,apr20_3_2026,cm0tqku4r08o14o47o2kjl5r7,train,train,11,0.325
athens,apr20_3_2026,cm0tqm29608ob4o47hkodf6wj,train,train,16,0.599
athens,apr20_3_2026,cm0tqm9bu08od4o470vnmrzgk,val,unseen_speaker,67,4.374
athens,apr20_3_2026,cm0tqmhxz08of4o47kfwt2axz,train,train,46,2.118
athens,apr20_3_2026,cm0tqmrqn08oh4o47b6cu0ejp,train,train,10,0.54
athens,apr20_3_2026,cm0tqmvz608oj4o4771m4ck29,train,train,86,4.573
athens,apr20_3_2026,cm0tqn3x808ol4o47vwhbfmb6,train,train,17,0.952
athens,apr20_3_2026,cm0tqpw5h08on4o479xh4im02,val,unseen_speaker,99,4.554
athens,apr20_3_2026,cm0tqqnxm08ot4o471iviy187,train,train,258,10.683
athens,apr20_3_2026,cm0uwslxj0001zw35a1tj3n6e,train,train,41,1.563
athens,apr20_3_2026,cm0v08f000005zw35n0fxm4cr,train,train,22,1.117
athens,apr20_3_2026,cm5y23vkw0001ezw0ed99s287,train,train,152,7.412
athens,apr20_3_2026,cmklbyohu000fyeakibipe8vj,train,train,8,0.353
athens,apr20_3_2026,cmklbyr6t004dyeakmtepi1rk,train,train,25,1.25
athens,apr20_3_2026,cmmkp3llm0aokqvlbur7empyr,train,train,43,1.765
athens,apr21_2026,,train,train,112,3.841
athens,apr21_2026,cmklbyr6t004dyeakmtepi1rk,train,train,189,7.654
athens,apr21_2026,cmklbyrn80051yeakwqsomnhy,train,train,10,0.349
athens,apr21_2026,cmklbyrok0053yeakahyp4c8f,train,train,31,1.359
athens,apr22_2026,,train,train,232,7.634
athens,apr22_2026,cm0tqfo5n08ml4o476l4vye0o,train,train,267,10.514
athens,apr22_2026,cm0tqiw5h08n94o475nyjotgc,train,train,27,0.829
athens,apr22_2026,cmklbypnb0023yeakjy2sogen,train,train,135,6.067
athens,apr22_2026,cmklbyprf0029yeakv4uhsa92,train,train,34,1.195
athens,apr22_2026,cmklbypsq002byeakldlzwkz1,train,train,32,1.302
athens,apr22_2026,cmklbypu2002dyeakvejf4wo7,train,train,2,0.106
athens,apr22_2026,cmklbypwp002hyeak2uqu4gbd,train,train,14,0.399
athens,apr22_2026,cmklbypy0002jyeaklyv21gqc,train,train,52,1.764
athens,apr22_2026,cmklbypzc002lyeak4esrgs7r,train,train,20,1.055
athens,apr22_2026,cmklbyq0n002nyeakqgg1d7se,train,train,30,1.186
athens,apr22_2_2026,,train,train,480,20.386
athens,apr22_2_2026,cmklbyohu000fyeakibipe8vj,train,train,352,17.428
athens,apr22_2_2026,cmklbyolz000jyeakzylevra2,train,train,105,4.264
athens,apr22_2_2026,cmklbyoon000nyeakdpnk8ygr,train,train,9,0.326
athens,apr22_2_2026,cmklbyotz000vyeakjv7o95ql,train,train,17,0.708
athens,apr22_2_2026,cmklbyoz80013yeak69sm2s9l,train,train,16,0.655
athens,apr22_2_2026,cmnyqy8gq04q5k2l6m4tn2ivw,train,train,173,7.512
athens,apr27_2_2026,,train,train,9,0.269
athens,apr27_2_2026,cmklbyq20002pyeakk57sagrp,val,unseen_speaker,114,3.892
athens,apr27_2_2026,cmklbyq3e002ryeakjkuwg5z5,train,train,1,0.085
athens,apr27_2_2026,cmklbyqf90039yeakecnv5j6p,train,train,16,0.51
athens,apr27_2_2026,cmklbyqgm003byeakirdkft84,train,train,38,1.28
athens,apr27_2_2026,cmklbyqhx003dyeakxoj2tcjg,train,train,2,0.07
athens,apr27_2_2026,cmklbyqj8003fyeakhwbz9d9g,train,train,40,1.525
athens,apr30_2026,,train,train,220,9.337
athens,apr30_2026,cmklbyqlw003jyeakuzd9u7i9,val,unseen_speaker,170,6.263
athens,apr30_2026,cmklbyqvo003xyeakjwa7nfbe,train,train,35,1.332
athens,apr30_2026,cmklbyqyg0041yeakgti4phw7,train,train,12,0.585
athens,apr30_2026,cmklbyqzs0043yeakufpi7hg8,train,train,27,1.186
athens,apr30_2026,cmklbyr170045yeakg5s2tck8,train,train,4,0.161
athens,apr30_2026,cmklbyr2k0047yeakqo7dmq1e,train,train,67,2.969
athens,apr30_2026,cmklbyr400049yeakan7ovc9w,train,train,117,6.435
athens,feb11_2026,,train,train,42,1.836
athens,feb11_2026,cm0tqeh9m08mj4o47a2xw2265,val,unseen_speaker,118,4.693
athens,feb11_2026,cm0tqfo5n08ml4o476l4vye0o,train,train,36,1.433
athens,feb11_2026,cm0tqgczz08mp4o47ayp0q3ls,train,train,45,2.429
athens,feb11_2026,cm0tqi7q208n34o4795xdfpej,train,train,1,0.044
athens,feb11_2026,cm0tqituw08n74o472kfbmixs,train,train,24,1.205
athens,feb11_2026,cm0tqizvl08nb4o4798mgobwk,train,train,40,2.109
athens,feb11_2026,cm0tqj3pv08nd4o47eemt0y9h,train,train,4,0.106
athens,feb11_2026,cm0tqjbiy08nh4o470muigs0o,train,train,99,5.214
athens,feb11_2026,cm0tqjnf908nl4o47b2ty1fq8,train,train,24,0.95
athens,feb11_2026,cm0tqjucy08nn4o47vk2sihf6,train,train,47,1.897
athens,feb11_2026,cm0tqkbhx08nt4o478cb1j584,train,train,13,0.736
athens,feb11_2026,cm0tqkhty08nv4o47y66ubtc7,train,train,181,6.501
athens,feb11_2026,cm0tqknpt08nx4o47e1vm5cs7,train,train,116,5.379
athens,feb11_2026,cm0tqkr1a08nz4o471d3mqttl,val,unseen_speaker,37,1.233
athens,feb11_2026,cm0tqlxbz08o94o47c9j735xa,train,train,8,0.43
athens,feb11_2026,cm0tqm29608ob4o47hkodf6wj,train,train,22,0.782
athens,feb11_2026,cm0tqm9bu08od4o470vnmrzgk,val,unseen_speaker,42,2.363
athens,feb11_2026,cm0tqmhxz08of4o47kfwt2axz,train,train,118,6.194
athens,feb11_2026,cm0tqmrqn08oh4o47b6cu0ejp,train,train,12,0.524
athens,feb11_2026,cm0tqmvz608oj4o4771m4ck29,train,train,84,4.307
athens,feb11_2026,cm0tqn3x808ol4o47vwhbfmb6,train,train,18,0.681
athens,feb11_2026,cm0tqq4ba08op4o47svson52t,train,train,1,0.018
athens,feb11_2026,cm0tqqnxm08ot4o471iviy187,train,train,247,8.814
athens,feb11_2026,cm0uwslxj0001zw35a1tj3n6e,train,train,27,0.891
athens,feb11_2026,cm0v08f000005zw35n0fxm4cr,train,train,19,1.046
athens,feb11_2026,cm5y23vkw0001ezw0ed99s287,train,train,203,10.432
athens,feb11_2026,cmklbyr6t004dyeakmtepi1rk,train,train,14,0.794
athens,feb11_2026,cmklbyrr60057yeakhrzcfqx0,train,train,13,0.698
athens,feb16_2026,,train,train,150,7.557
